Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
TSO,Energy,Gregory J. Goff,"Chairman of Tesoro Logistics gp llc and Chief Executive Officer of Tesoro Logistics gp llc,",Tesoro Logistics LP,The University of Utah,56,1665300,2014,2010,"19100 Ridgewood ParkwaySan Antonio, Texas 78259United States","PolyOne Corporation|ConocoPhillips|Tesoro Corporation|The University of Utah|ConocoPhillips (U.K.) Limited|DCP Midstream Partners LP|ConocoPhillips Canada Limited|DCP Midstream GP, LLC|Carson Cogeneration Company|Uinta Express Pipeline Company LLC",Male,1958,,,University of Utah,BS,University of Utah,MBA,-6.397825271,,,,52,
TXN,Information Technology,Richard K. Templeton,"Chairman, Chief Executive Officer and President,",Texas Instruments Inc.,Union College,55,13712859,2014,2004,"12500 TI BoulevardDallas, Texas 75266United States",BENCHMARQ Microelectronic|Union College|Semiconductor Industry Association|Catalyst Inc.,Male,1959,,,Union College,BS,NA,NA,0.181193025,,,,45,Texas Instruments - President - ts_bot - Employment tenure | Texas Instruments - Chief Executive Officer - ts_bot - Employment tenure | 
TXT,Industrials,Scott C. Donnelly,"Chairman, Chief Executive Officer and President,",Textron Inc.,University of Colorado _?_ Boulder,51,9918672,2014,2009,"40 Westminster StreetProvidence, Rhode Island 02903United States","Medtronic, Inc.|General Electric Company|General Electric Capital Corporation|GE Aviation Systems LLC|Cessna Aircraft Company|GE Aviation|Textron Financial Corporation|Bell Helicopter Textron Inc.|Textron Systems Corporation|University of Colorado?__?_??__Boulder|GE Global Research|Aerospace Industries Association|GE Infrastructure, Inc.",Male,1963,,,University of Colorado,BS,NA,NA,-0.026314798,,,,46,
ADT,Industrials,Naren K. Gursahaney,"Chief Executive Officer, President and Director,",The ADT Corporation,Pennsylvania State University,51,7170763,2014,2012,"1501 Yamato RoadBoca Raton, Florida 33431United States","Tyco International Ltd.|General Electric Company|ADT Security Services, Inc.|Tyco Fire & Security, LLC|University of Virginia|Pennsylvania State University|Colgate W. Darden Graduate School of Business Administration|ADT LLC",Male,1963,,,Pennsylvania State University,BS,University Of Virginia,MBA,0.117647059,,,,49,Tyco International - President - ts_bot - Employment tenure | 
BK,Financials,Gerald L. Hassell,"Chairman, Chief Executive Officer, Member of Executive Committee and President of The Mellon Bank NA,",The Bank of New York Mellon Corporation,New York University - Leonard N. Stern School of Business,61,9450775,2014,1998,"One Wall StreetNew York, New York 10286United States","Human Genome Sciences Inc.|Comcast Corporation|New York University - Leonard N. Stern School of Business|The Philharmonic-Symphony Society of New York, Inc.|DPM Mellon, LLC|Duke University|The Bank of New York Mellon|Private Export Funding Corporation|The Bank of New York Mellon SA/NV|National September 11 Memorial & Museum at the World Trade Center Foundation, Inc.",Male,1953,,,Duke University,BA,New York University,MBA,-0.317597739,,,,45,
WMB,Energy,Alan S. Armstrong,"Chief Executive Officer, President, Director, Chairman of Williams Partners GP LLC and Chief Executive Officer of Williams Partners GP LLC,","Williams Companies, Inc.",University of Oklahoma,50,6990127,2014,2011,"One Williams CenterTulsa, Oklahoma 74172United States","BOK Financial Corporation|Williams Field Services Group, LLC|University of Oklahoma|Oklahoma City University|Williams Field Services Company, LLC|Williams Partners L.P.|Williams Partners GP LLC|Access Midstream Partners, L.P.|Access Midstream Partners GP, L.L.C.|WPX Energy, Inc.",Male,1964,,,University of Oklahoma,BS,NA,NA,0.31357896,,,,47,Williams Companies - Senior Vice President - ts_bot - Employment tenure | 
TMO,Health Care,Marc N. Casper,"Chief Executive Officer, President, Director, Member of Strategy & Finance Committee and Member of Science & Technology Committee,","Thermo Fisher Scientific, Inc.",Harvard University,45,16168880,2014,2009,"81 Wyman StreetWaltham, Massachusetts 02451United States","Sunol Molecular Corporation|Zimmer Holdings, Inc.|Harvard University|The Advisory Board Company|Wesleyan University",Male,1969,,,Wesleyan University,BA,Harvard University,MBA,0.159538304,,,,40,
TIF,Consumer Discretionary,Michael J. Kowalski,"Chairman, Chief Executive Officer, Member of Dividend Committee and Member of Corporate Social Responsibility Committee,",Tiffany & Co.,Harvard University,61,6147121,2014,1999,"200 Fifth AvenueNew York, New York 10010United States",The Bank of New York Mellon Corporation|Harvard University|Fairmont Hotels & Resorts Inc.|Harvard University|The University of Pennsylvania|The Bank of New York Mellon|Jewelers of America,Male,1953,,,University of Pennsylvania,BBA,Harvard University,MBA,0.098424447,,,,46,
TWC,Consumer Discretionary,Robert D. Marcus,"Chairman and Chief Executive Officer,",Time Warner Cable Inc.,Brown University,48,10095646,2014,2014,"60 Columbus CircleNew York, New York 10023United States","Time Warner Inc.|Equifax Inc.|Historic TW, Inc.|TW Telecom Inc.|Brown University|School Of Law, Columbia University|National Cable Satellite Corporation|Equifax Inc.|Canoe Ventures LLC",Male,1966,,,Brown University,BA,Columbia University,JD,0,,,,48,
TWX,Consumer Discretionary,Jeffrey L. Bewkes,"Chairman of The Board and Chief Executive Officer,",Time Warner Inc.,Yale University,60,25889823,2014,2008,"One Time Warner CenterNew York, New York 10019United States","Historic TW, Inc.|Turner Broadcasting System, Inc.|Time Warner Entertainment Company, L.P.|American Television and Communications Corporation|Time Warner Cable Inc.|Home Box Office, Inc.|Warner Communications Inc.|Yale University|Cinema Plus L.P.|HBO Services, Inc.|Council on Foreign Relations, Inc.|Stanford Graduate School of Business|The Creative Coalition Inc.|The Partnership for New York City, Inc.|AOL Inc.",Male,1954,United states of America,United states of America,Yale University,BS,Stanford University,MBA,-0.169679447,,,,54,
TJX,Consumer Discretionary,Carol M. Meyrowitz,"Chief Executive Officer and Director,","The TJX Companies, Inc.",NA,59,21768800,2014,2007,"770 Cochituate RoadFramingham, Massachusetts 01701United States","Berkshire Partners LLC|Redcats USA, Inc.|Staples, Inc.|Yankee Holding Corp.|Amscan Holdings Inc.|Homegoods, Inc.|T.J. Maxx, Inc.|Party City Holdings Inc.",Female,1955,,,NA,NA,NA,NA,0.224783224,,,,52,
TMK,Financials,Gary L. Coleman,"Co-Chief Executive Officer, Director and Co-Chairman of Enterprise Risk Management Committee,",Torchmark Corporation,The University of Texas System,60,5792742,2014,2012,"3700 South Stonebridge DriveMcKinney, Texas 75070United States",The University of Texas System,Male,1954,,,University of Texas System,BBA,NA,NA,0.049907579,,,,58,Torchmark - Chief Financial Officer - ts_bot - Employment tenure | Torchmark - Executive Vice President - ts_bot - Employment tenure | 
TSS,Information Technology,Philip W. Tomlinson,"Chairman, Chief Executive Officer and Member of Executive Committee,","Total System Services, Inc.",Graduate School of Banking at Louisiana State University,67,4204939,2014,2003,"One TSYS WayColumbus, Georgia 31901United States",Synovus Financial Corporation|GP Network Corporation|Graduate School of Banking at Louisiana State University,Male,1947,,,Graduate School of Banking at Louisiana State University,BBA,NA,NA,0.070637556,,,,56,TSYS - Chairman - ts_bot - Employment tenure | TSYS - Chief Executive Officer - ts_bot - Employment tenure | 
RIG,Energy,Steven L. Newman,"Chief Executive Officer, President, Director and Member of Executive Risk Management Committee,",Transocean Ltd.,Harvard University,48,14051895,2014,2010,"10 Chemin de BlandonnetVernier, Geneva 1214Switzerland",Harvard University|Colorado School of Mines,Male,1966,United states of America,United States of America,Colorado School of Mines,BS,Harvard University,MBA,-5.138531067,,,,44,Transocean - Executive Vice President - ts_bot - Employment tenure | Transocean - Chief Operating Officer - ts_bot - Employment tenure | 
TRV,Financials,Jay S. Fishman,"Chairman, Chief Executive Officer, Chairman of Executive Committee and Member of Operating Committee,","The Travelers Companies, Inc.",The University of Pennsylvania,60,15729551,2014,2001,"485 Lexington AvenueNew York, New York 10017United States","The Carlyle Group LP|Nuveen Investments, Inc.|The St. Paul Companies, Inc.|Citigroup Inc.|Exxon Mobil Corporation|Connecticut Public Broadcasting|Englewood Hospital & Medical Center|The Philharmonic-Symphony Society of New York, Inc.|Platinum Underwriters Holdings Ltd.|The University of Pennsylvania|Travelers Insurance Group Holdings Inc.|University of Pennsylvania - The Wharton School|Lincoln Center for the Performing Arts, Inc.|New York City Ballet, Inc.|The Partnership for New York City, Inc.|Travelers Property Casualty Corp.|Committee Encouraging Corporate Philanthropy",Male,1954,United states of America,United States of America,University of Pennsylvania,BS,Wharton University,MBA,0.296098138,Edward Fishman | Shirley Cantor | ,,,47,"The Travelers Companies - 2007 - President and CEO - alden - Employment tenure | The Travelers Companies - 2004 - President and CEO - 2007 - ts_bot - Employment tenure | St. Paul Companies - 2001 - President and CEO - 2004 - alden - Employment tenure | Citigroup - 2000 - Chief Operating Officer, Finance and Risk - 2001 - alden - Employment tenure | Travelers Group - 1998 - President and CEO - 2001 - alden - Employment tenure | Travelers Group - 1994 - Senior Vice President and Chief Financial Officer - 1998 - alden - Employment tenure | Primerica - 1991 - Senior Vice President and Treasurer - 1994 - alden - Employment tenure | Commercial Credit Company - 1989 - Executive Vice President and Chief Financial Officer - 1991 - alden - Employment tenure | Shearson Lehman Brothers Inc. - 1986 - Senior Vice President, Merchant Banking - 1989 - alden - Employment tenure | American Can Company - 1979 - 1983 - alden - Employment tenure | "
TRIP,Consumer Discretionary,Stephen   Kaufer,"Co-Founder, Chief Executive Officer, President, Director and Member of Executive Committee,",TripAdvisor Inc.,Harvard University,50,6393475,2014,2000,"141 Needham StreetNewton, Massachusetts 02464United States","Harvard University|LiveData, Inc.|Expedia Inc.|DigitalAdvisor LLC|Glassdoor, Inc.|CarGurus LLC",Male,1964,,,Harvard University,BS,NA,NA,0.084529606,,,,36,
FOXA,Consumer Discretionary,Keith Rupert Murdoch,"Co-Founder, Executive Chairman, Chief Executive Officer, Chairman of Media & Entertainment Arm and Chief Executive of Media & Entertainment Arm,","Twenty-First Century Fox, Inc.",University of Oxford,82,28913040,2014,2013,"1211 Avenue of the AmericasNew York, New York 10036United States","DIRECTV|Twentieth Century Fox Film Corporation|Knowledge Universe Holdings, LLC|Dow Jones & Company, Inc.|MCI Communications Corporation|Altria Group Inc.|Rovi Guides, Inc.|British Sky Broadcasting Group plc|Fox Entertainment Group, Inc.|China Netcom (Group) Company Limited|Sky Global Networks, Inc.|FOX Broadcasting Company, Inc.|The Associated Press, Inc.|News Limited|Twentieth Century Fox Home Entertainment LLC|Fox Cable Networks, Inc.|Times Newspapers Limited|The Partnership for New York City, Inc.|University of Oxford|News Corp UK & Ireland Limited|Fox Filmed Entertainment, Inc.|Ronald Reagan Presidential Foundation Inc, The|Times Newspapers Holdings Limited|Queensland Newspapers Pty. Limited|STAR Group Limited|China Netcom Group Corporation (Hong Kong) Limited|Ruby Newco LLC|FOX Audience Network, Inc.|Genie Energy Ltd.|News Corporation",Male,1932,United States of America,United States of America | Australia | ,University of Oxford,BA,NA,NA,0,Elisabeth Murdoch | Keith Murdoch | ,,,81,DirecTV Group - Freebase Data Team - Employment tenure | News UK - Titles in academia - 2012-07-21 - Freebase Data Team - Employment tenure | British Sky Broadcasting - Freebase Data Team - Employment tenure | Sky Television plc - Freebase Data Team - Employment tenure | Fox Television Stations - Freebase Data Team - Employment tenure | News Corporation - Chief Executive Officer - ts_bot - Employment tenure | News Corporation - Chairman - ts_bot - Employment tenure | 
TYC,Industrials,George R. Oliver,"Chief Executive Officer and Director,",Tyco International Ltd.,Worcester Polytechnic Institute,53,10130520,2014,2012,"Neuhausen am RheinfallSchaffhausen, Schaffhausen 8212Switzerland","Raytheon Co.|Tyco Fire & Security, LLC|Worcester Polytechnic Institute|GE Water Technologies Inc.|Atkore International Holdings Inc.|Atkore International Group Inc.",Male,1961,,,Worcester Polytechnic institute,BS,NA,NA,0.12745098,,,,51,
TSN,Consumer Staples,Donnie   Smith,"Chief Executive Officer and President,","Tyson Foods, Inc.",University of Tennessee,54,9871702,2014,2009,"2200 W. Don Tyson ParkwaySpringdale, Arkansas 72762United States","University of Tennessee System, The",Male,1960,,,University of Tennessee,BS,NA,NA,-0.140066017,,,,49,
UNP,Industrials,John J. Koraleski,"Chief Executive Officer, President, Director and Chief Executive Officer of Union Pacific Railroad Company,",Union Pacific Corporation,"University of Nebraska, Omaha",62,17809887,2014,2012,"1400 Douglas StreetOmaha, Nebraska 68179United States","Union Pacific Railroad Company|Ferrocarril Mexicano, S.a. De C.v.|University of Nebraska, Omaha|The Bridges Investment Fund, Inc.",Male,1952,,,University of Nebraska,BS,University of Nebraska,NA,0.139056832,,,,60,Union Pacific Railroad - Executive Vice President of Sales - ts_bot - Employment tenure | 
UPS,Industrials,D. Scott Davis,"Chairman, Chief Executive Officer and Chairman of Executive Committee,","United Parcel Service, Inc.",Portland State University,61,10335665,2014,2008,"55 Glenlake Parkway, N.E.Atlanta, Georgia 30328United States","Leap Wireless International Inc.|inVentiv Health Clinical, Inc.|Overseas Partners Ltd.|Honeywell International Inc.|University of Pennsylvania - The Wharton School|Portland State University|Federal Reserve Bank of Atlanta",Male,1953,United States of America,United States of America,Portland State University,BS,NA,NA,0.857832422,,,,55,"United Parcel Service - 2008 - Chief Executive Officer - ts_bot - Employment tenure | United Parcel Service - 2001 - Senior Vice President and Chief Financial Officer - 2007 - ts_bot - Employment tenure | United Parcel Service - 2000 - Vice President of Finance - 2001 - nanette - Employment tenure | Overseas Partners Limited - 1998 - Chief Executive Officer, Overseas Partners Limited, Bermuda - 2000 - nanette - Employment tenure | United Parcel Service - 1986 - 1998 - nanette - Employment tenure | II Morrow - Chief Executive Officer - 1986 - nanette - Employment tenure | II Morrow - Chief Financial Officer - nanette - Employment tenure | Arthur Andersen - nanette - Employment tenure | "
X,Materials,Mario   Longhi,"Chief Executive Officer, President and Director,",United States Steel Corp.,Instituto Mau?? de Tecnologia,58,5641656,2014,2013,"600 Grant StreetPittsburgh, Pennsylvania 15219United States","RTI International Metals, Inc.|Gerdau Ameristeel Corporation|Instituto Mau?_??_? de Tecnologia|Gusap Partners",Male,1956,,,Instituto Mau?? de Tecnologia,BS,Instituto Mau?? de Tecnologia,NA,0,,,,57,
